LOG FORMAT | segmentation_LOSS mIoU Acc | depth_LOSS AbsErr RelErr | TIME
Epoch: 0017 | TRAIN: 0.1464 0.6983 0.9460 | 0.0177 0.0177 0.2453 | Time: 140.4059 | VAL: 0.1958 0.6432 0.9322 | 0.0189 0.0189 0.3489 | Time: 3.3908 | TEST: 0.5863 0.5276 0.8171 | 0.1272 0.1274 299.4952 | Time: 4.1438
Epoch: 0018 | TRAIN: 0.1426 0.7018 0.9473 | 0.0179 0.0179 0.2486 | Time: 140.7106 | VAL: 0.1953 0.6466 0.9329 | 0.0203 0.0203 0.3641 | Time: 3.1814 | TEST: 0.5414 0.5447 0.8318 | 0.1209 0.1210 293.0682 | Time: 4.2063
Epoch: 0019 | TRAIN: 0.1420 0.7035 0.9473 | 0.0174 0.0174 0.2388 | Time: 141.9558 | VAL: 0.2034 0.6458 0.9299 | 0.0207 0.0207 0.5642 | Time: 3.6919 | TEST: 0.6752 0.5106 0.7963 | 0.1240 0.1243 291.1939 | Time: 4.2581
Epoch: 0020 | TRAIN: 0.1391 0.7060 0.9483 | 0.0164 0.0164 0.2315 | Time: 141.1929 | VAL: 0.1955 0.6405 0.9330 | 0.0196 0.0196 0.3479 | Time: 3.1506 | TEST: 0.5345 0.5458 0.8335 | 0.1168 0.1170 282.8491 | Time: 4.2495
Epoch: 0021 | TRAIN: 0.1369 0.7090 0.9489 | 0.0165 0.0165 0.2292 | Time: 141.1481 | VAL: 0.1964 0.6448 0.9332 | 0.0192 0.0192 0.3869 | Time: 3.5506 | TEST: 0.5395 0.5500 0.8342 | 0.1421 0.1424 320.5777 | Time: 4.0864
Epoch: 0022 | TRAIN: 0.1349 0.7123 0.9496 | 0.0165 0.0165 0.2305 | Time: 142.7011 | VAL: 0.1931 0.6457 0.9340 | 0.0191 0.0191 0.5428 | Time: 5.3853 | TEST: 0.5160 0.5443 0.8438 | 0.1325 0.1328 304.6922 | Time: 4.1027
Epoch: 0023 | TRAIN: 0.1322 0.7146 0.9503 | 0.0163 0.0163 0.2323 | Time: 144.9294 | VAL: 0.1974 0.6541 0.9331 | 0.0193 0.0193 0.4603 | Time: 3.5370 | TEST: 0.5934 0.5355 0.8154 | 0.1277 0.1280 296.4582 | Time: 4.1151
Epoch: 0024 | TRAIN: 0.1307 0.7164 0.9509 | 0.0163 0.0163 0.2296 | Time: 140.8592 | VAL: 0.1993 0.6474 0.9321 | 0.0197 0.0197 0.5214 | Time: 3.2464 | TEST: 0.5743 0.5390 0.8244 | 0.1152 0.1155 283.6287 | Time: 4.2056
Epoch: 0025 | TRAIN: 0.1290 0.7187 0.9513 | 0.0163 0.0163 0.2225 | Time: 139.8285 | VAL: 0.1962 0.6467 0.9335 | 0.0191 0.0191 0.4240 | Time: 3.1563 | TEST: 0.5471 0.5403 0.8320 | 0.1333 0.1337 293.7386 | Time: 4.2712
Epoch: 0026 | TRAIN: 0.1281 0.7197 0.9516 | 0.0153 0.0153 0.2066 | Time: 142.4126 | VAL: 0.1970 0.6510 0.9331 | 0.0180 0.0180 0.4003 | Time: 3.2671 | TEST: 0.5991 0.5290 0.8161 | 0.1216 0.1218 291.8572 | Time: 4.0713
Epoch: 0027 | TRAIN: 0.1272 0.7212 0.9518 | 0.0147 0.0147 0.2017 | Time: 142.9510 | VAL: 0.1994 0.6436 0.9331 | 0.0179 0.0179 0.3741 | Time: 3.1812 | TEST: 0.5629 0.5373 0.8250 | 0.1379 0.1381 306.0722 | Time: 4.2196
Epoch: 0028 | TRAIN: 0.1255 0.7233 0.9524 | 0.0157 0.0157 0.2117 | Time: 140.8054 | VAL: 0.1971 0.6483 0.9341 | 0.0177 0.0177 0.3549 | Time: 3.0921 | TEST: 0.5957 0.5328 0.8209 | 0.1249 0.1253 287.3725 | Time: 4.2761
Epoch: 0029 | TRAIN: 0.1237 0.7251 0.9529 | 0.0157 0.0157 0.2150 | Time: 145.4241 | VAL: 0.1964 0.6576 0.9342 | 0.0174 0.0174 0.2555 | Time: 3.2079 | TEST: 0.5688 0.5451 0.8290 | 0.1314 0.1317 303.4160 | Time: 4.2278
Epoch: 0030 | TRAIN: 0.1227 0.7265 0.9532 | 0.0148 0.0148 0.2010 | Time: 141.1446 | VAL: 0.1967 0.6546 0.9344 | 0.0172 0.0172 0.3131 | Time: 3.2811 | TEST: 0.6031 0.5332 0.8215 | 0.1170 0.1173 296.1421 | Time: 4.0702
Epoch: 0031 | TRAIN: 0.1210 0.7279 0.9537 | 0.0145 0.0145 0.1879 | Time: 139.3014 | VAL: 0.1958 0.6562 0.9344 | 0.0179 0.0179 0.3833 | Time: 3.6420 | TEST: 0.6816 0.5170 0.8002 | 0.1325 0.1329 303.4037 | Time: 4.4371
Epoch: 0032 | TRAIN: 0.1203 0.7301 0.9540 | 0.0147 0.0147 0.2008 | Time: 140.3118 | VAL: 0.2005 0.6500 0.9343 | 0.0198 0.0198 0.5560 | Time: 3.5762 | TEST: 0.5848 0.5345 0.8330 | 0.1222 0.1225 299.0916 | Time: 4.3465
Epoch: 0033 | TRAIN: 0.1198 0.7312 0.9540 | 0.0145 0.0145 0.1896 | Time: 139.6896 | VAL: 0.1996 0.6523 0.9343 | 0.0196 0.0196 0.4666 | Time: 3.5134 | TEST: 0.6002 0.5297 0.8265 | 0.1385 0.1389 312.3155 | Time: 4.5653
Epoch: 0034 | TRAIN: 0.1183 0.7325 0.9545 | 0.0146 0.0146 0.1897 | Time: 140.0190 | VAL: 0.2037 0.6490 0.9329 | 0.0177 0.0177 0.3801 | Time: 3.6037 | TEST: 0.5829 0.5453 0.8337 | 0.1218 0.1221 281.6136 | Time: 4.4552
Epoch: 0035 | TRAIN: 0.1182 0.7323 0.9545 | 0.0141 0.0141 0.1835 | Time: 141.5364 | VAL: 0.2030 0.6527 0.9340 | 0.0185 0.0185 0.2938 | Time: 3.6114 | TEST: 0.6788 0.5178 0.8059 | 0.1118 0.1121 278.7227 | Time: 4.5392
Epoch: 0036 | TRAIN: 0.1174 0.7332 0.9548 | 0.0144 0.0144 0.1910 | Time: 139.9756 | VAL: 0.2002 0.6559 0.9340 | 0.0216 0.0216 0.6649 | Time: 3.5647 | TEST: 0.6802 0.5170 0.8056 | 0.1238 0.1242 290.4824 | Time: 4.4578
Epoch: 0037 | TRAIN: 0.1172 0.7340 0.9548 | 0.0141 0.0141 0.1901 | Time: 146.1433 | VAL: 0.2080 0.6460 0.9310 | 0.0174 0.0174 0.2976 | Time: 3.6715 | TEST: 0.6722 0.5135 0.8106 | 0.1136 0.1139 276.2959 | Time: 4.5642
